COPY 2610
ma,table_name,column_name,ordinal_position,data_type,is_nullable,column_default
public,tblCeramics2007,Earthenware incised comb fine vertial and horizontal with comb ,90,integer,YES,
public,tblCeramics2007,Earthenware Body Incised Freehand Linear,91,integer,YES,
public,tblCeramics2007,Eartheware incised freehand motive with punctaion infill,92,integer,YES,
public,tblCeramics2007,Earthenware Body Impressed vertical cords,93,integer,YES,
public,tblCeramics2007,Earthenware Body Plain Applique,94,integer,YES,
public,tblCeramics2007,Earthenware Body Plain Incised Freehand Hatch,95,integer,YES,
public,tblCeramics2007,Earthenware Body Plain Hanging Freehand Triangles Infil,96,integer,YES,
public,tblCeramics2007,Earthenware Body Cordmarked Applique,97,integer,YES,
public,tblCeramics2007,Earthenware Body Cordmarked & Plain Applique,98,integer,YES,
public,tblCeramics2007,Earthenware Body Applique Rope Deviation,99,integer,YES,
public,tblCeramics2007,Earthenware Body Applique Miscellaneous,100,integer,YES,
public,tblCeramics2007,Earthenware Body Plain Red Burnished,101,integer,YES,
public,tblCeramics2007,Earthenware Body Plain Light Red Fabric,102,integer,YES,
public,tblCeramics2007,Earthenware plain thick red,103,integer,YES,
public,tblCeramics2007,Earthenware Body Plain Painted Red,104,integer,YES,
public,tblCeramics2007,Earthenware Body Coarse Heavy Red,105,integer,YES,
public,tblCeramics2007,Total_Earthenware,106,integer,YES,
public,tblCeramics2007,Other and Junk,107,integer,YES,
public,tblCeramics2007,Comment,108,text,YES,
public,tblCeramics2007,Entered_By,109,text,YES,
public,tblCeramics2007,Initial_Date,110,timestamp without time zone,YES,
public,tblCeramics2007,Last_Modified,111,timestamp without time zone,YES,
public,tblCharcoalSamps,Record_No,1,integer,NO,
public,tblCharcoalSamps,Site,2,text,YES,
public,tblCharcoalSamps,Bag_ID,3,text,YES,
public,tblCharcoalSamps,Specimen_No,4,text,YES,
public,tblCharcoalSamps,Square,5,text,YES,
public,tblCharcoalSamps,Quad,6,text,YES,
public,tblCharcoalSamps,Layer,7,text,YES,
public,tblCharcoalSamps,Fea_No,8,text,YES,
public,tblCharcoalSamps,Burial_No,9,text,YES,
public,tblCharcoalSamps,Date,10,timestamp without time zone,YES,
public,tblCharcoalSamps,Sample_Wt,11,text,YES,
public,tblCharcoalSamps,Field_Comment,12,text,YES,
public,tblCharcoalSamps,Lab_Comment,13,text,YES,
public,tblCharcoalSamps,Object_Comment,14,text,YES,
public,tblCharcoalSamps,Depth,15,text,YES,
public,tblCharcoalSamps,Lab_No,16,text,YES,
public,tblCharcoalSamps,C-14_Dates_BP,17,text,YES,
public,tblCombinedBags,Record_No,1,integer,NO,
public,tblCombinedBags,Bag_ID,2,text,YES,
public,tblCombinedBags,Old_Bag_No,3,text,YES,
public,tblCombinedBags,Project,4,text,YES,
public,tblCombinedBags,Location_ID,5,text,YES,
public,tblCombinedBags,Site_Name,6,text,YES,
public,tblCombinedBags,Grid_Unit,7,text,YES,
public,tblCombinedBags,Site_Type,8,text,YES,
public,tblCombinedBags,Layer,9,text,YES,
public,tblCombinedBags,Subunit,10,text,YES,
public,tblCombinedBags,Level,11,text,YES,
public,tblCombinedBags,Sediment_Context,12,text,YES,
public,tblCombinedBags,tblArtMasDepContext,13,text,YES,
public,tblCombinedBags,Sublevel,14,text,YES,
public,tblCombinedBags,Feature_No,15,text,YES,
public,tblCombinedBags,Sediment_Stratum,16,text,YES,
public,tblCombinedBags,Fea_Intrusion,17,text,YES,
public,tblCombinedBags,Feature_Type,18,text,YES,
public,tblCombinedBags,Feature_Text,19,text,YES,
public,tblCombinedBags,Collection_Date,20,timestamp without time zone,YES,
public,tblCombinedBags,BC_Context_No,21,text,YES,
public,tblCombinedBags,Context_No,22,text,YES,
public,tblCombinedBags,BCES_Burial_Context,23,text,YES,
public,tblCombinedBags,Burial_Number,24,text,YES,
public,tblCombinedBags,Field_Comments,25,text,YES,
public,tblCombinedBags,Pottery,26,boolean,YES,
public,tblCombinedBags,Total_Artifact_Count,27,integer,YES,
public,tblCombinedBags,Pottery_Count,28,real,YES,
public,tblCombinedBags,Pottery_Weight,29,real,YES,
public,tblCombinedBags,Earthen_Cordmarked,30,boolean,YES,
public,tblCombinedBags,Earthen_Decorated,31,boolean,YES,
public,tblCombinedBags,Earthen_Plain,32,boolean,YES,
public,tblCombinedBags,General_Stone,33,boolean,YES,
public,tblCombinedBags,Stoneware,34,boolean,YES,
public,tblCombinedBags,General_Stone_Wt,35,real,YES,
public,tblCombinedBags,Polished_Stone,36,boolean,YES,
public,tblCombinedBags,Polished_Count,37,integer,YES,
public,tblCombinedBags,Polished_Weight,38,real,YES,
public,tblCombinedBags,Flake_Weight,39,real,YES,
public,tblCombinedBags,Stone_Flakes,40,boolean,YES,
public,tblCombinedBags,Flake_Count,41,real,YES,
public,tblCombinedBags,Core_Weight,42,real,YES,
public,tblCombinedBags,Stone_Core,43,boolean,YES,
public,tblCombinedBags,Core_Count,44,real,YES,
public,tblCombinedBags,Manu_Weight,45,real,YES,
public,tblCombinedBags,Manuport,46,boolean,YES,
public,tblCombinedBags,Manu_Count,47,integer,YES,
public,tblCombinedBags,Fully_Polished,48,boolean,YES,
public,tblCombinedBags,Partly_Polished,49,boolean,YES,
public,tblCombinedBags,Glass_Stone_Bead,50,boolean,YES,
public,tblCombinedBags,Pecked_Polished,51,boolean,YES,
public,tblCombinedBags,Bead_Count,52,integer,YES,
public,tblCombinedBags,Bead_Weight,53,real,YES,
public,tblCombinedBags,General_Clay,54,boolean,YES,
public,tblCombinedBags,Find_Comments,55,text,YES,
public,tblCombinedBags,General_Clay_Wt,56,real,YES,
public,tblCombinedBags,General_Metal,57,boolean,YES,
public,tblCombinedBags,Copper_Base,58,boolean,YES,
public,tblCombinedBags,General_Metal_Wt,59,real,YES,
public,tblCombinedBags,Copper_Count,60,integer,YES,
public,tblCombinedBags,Copper_Weight,61,real,YES,
public,tblCombinedBags,Iron_Artifacts,62,boolean,YES,
public,tblCombinedBags,Iron_Count,63,integer,YES,
public,tblCombinedBags,Iron_Weight,64,real,YES,
public,tblCombinedBags,Other_Artifact,65,text,YES,
public,tblCombinedBags,Other_Count,66,integer,YES,
public,tblCombinedBags,Other_Weight,67,real,YES,
public,tblCombinedBags,Misc_Bone,68,boolean,YES,
public,tblCombinedBags,Misc_Bone_Count,69,integer,YES,
public,tblCombinedBags,Misc_Bone_Weight,70,real,YES,
public,tblCombinedBags,Animal_Weight,71,real,YES,
public,tblCombinedBags,Bone_Animal,72,boolean,YES,
public,tblCombinedBags,Animal_Count,73,real,YES,
public,tblCombinedBags,Bone_Human,74,boolean,YES,
public,tblCombinedBags,Human_Count,75,integer,YES,
public,tblCombinedBags,Human_Weight,76,real,YES,
public,tblCombinedBags,Shell,77,boolean,YES,
public,tblCombinedBags,Shell_Count,78,integer,YES,
public,tblCombinedBags,Shell_Weight,79,real,YES,
public,tblCombinedBags,Charcoal,80,boolean,YES,
public,tblCombinedBags,Charcoal_Count,81,integer,YES,
public,tblCombinedBags,Charcoal_Weight,82,real,YES,
public,tblCombinedBags,Seeds,83,boolean,YES,
public,tblCombinedBags,Seeds_Count,84,integer,YES,
public,tblCombinedBags,Seeds_Weight,85,real,YES,
public,tblCombinedBags,Other_Bio,86,text,YES,
public,tblCombinedBags,Other_Bio_Count,87,integer,YES,
public,tblCombinedBags,Other_Bio_Weight,88,real,YES,
public,tblCombinedBags,Flotation,89,boolean,YES,
public,tblCombinedBags,Flotation_Volume,90,real,YES,
public,tblCombinedBags,Flotation_Weight,91,real,YES,
public,tblCombinedBags,Micromorph,92,boolean,YES,
public,tblCombinedBags,Micro_Weight,93,real,YES,
public,tblCombinedBags,Micro_Volume,94,real,YES,
public,tblCombinedBags,Pollen,95,boolean,YES,
public,tblCombinedBags,Pollen_Volume,96,real,YES,
public,tblCombinedBags,Pollen_Weight,97,real,YES,
public,tblCombinedBags,Phytolith,98,boolean,YES,
public,tblCombinedBags,Phyto_Weight,99,real,YES,
public,tblCombinedBags,Phyto_Volume,100,real,YES,
public,tblCombinedBags,Chemical,101,boolean,YES,
public,tblCombinedBags,Chemical_Volume,102,real,YES,
public,tblCombinedBags,Chemical_Weight,103,real,YES,
public,tblCombinedBags,Other_Env,104,text,YES,
public,tblCombinedBags,Other_Env_Volume,105,real,YES,
public,tblCombinedBags,Other_Env_Weight,106,real,YES,
public,tblCombinedBags,Storage_Building,107,text,YES,
public,tblCombinedBags,Storage_Location,108,text,YES,
public,tblCombinedBags,Storage_Column,109,text,YES,
public,tblCombinedBags,Lab_Comments,110,text,YES,
public,tblCombinedBags,Storage_Shelf,111,text,YES,
public,tblCombinedBags,Storage_Notes,112,text,YES,
public,tblCombinedBags,Analyst_Recorder,113,text,YES,
public,tblCombinedBags,Entered_By,114,text,YES,
public,tblCombinedBags,Initial_Date,115,timestamp without time zone,YES,
public,tblCombinedBags,Last_Modified,116,timestamp without time zone,YES,
public,tblCrucibles,Record_No,1,integer,NO,
public,tblCrucibles,MMAP_Artifact_ID,2,text,YES,
public,tblCrucibles,VernonNo,3,text,YES,
public,tblCrucibles,Description,4,text,YES,
public,tblCrucibles,Metal_Working,5,text,YES,
public,tblCrucibles,Length,6,real,YES,
public,tblCrucibles,Width,7,real,YES,
public,tblCrucibles,Thickness,8,real,YES,
public,tblCrucibles,OrigLen,9,real,YES,
public,tblCrucibles,OrigWid,10,real,YES,
public,tblCrucibles,OrigHt,11,real,YES,
public,tblCrucibles,IntDepth,12,real,YES,
public,tblCrucibles,BottomThick,13,real,YES,
public,tblCrucibles,TotVol_ml,14,integer,YES,
public,tblCrucibles,MaxMetCap_gm,15,real,YES,
public,tblCrucibles,EffMetCap_gm,16,integer,YES,
public,tblCrucibles,VernonWt,17,real,YES,
public,tblCrucibles,PartsPresent,18,text,YES,
public,tblCrucibles,RimShape,19,text,YES,
public,tblCrucibles,Vitrif,20,text,YES,
public,tblCrucibles,Lagging,21,text,YES,
public,tblCrucibles,RedStain,22,text,YES,
public,tblCrucibles,RedStainLoc,23,text,YES,
public,tblCrucibles,RedStainHue,24,text,YES,
public,tblCrucibles,RedStainExtent,25,text,YES,
public,tblCrucibles,RedStainComment,26,text,YES,
public,tblCrucibles,NoUses,27,text,YES,
public,tblCrucibles,Temper,28,text,YES,
public,tblCrucibles,Dross,29,text,YES,
public,tblCrucibles,Slag_Glass,30,text,YES,
public,tblCrucibles,Prills,31,text,YES,
public,tblCrucibles,AnalysisComment,32,text,YES,
public,tblCrucibles,Comment,33,text,YES,
public,tblCylinders,Record_No,1,integer,NO,
public,tblCylinders,MMAP_Artifact_ID,2,text,YES,
public,tblCylinders,Scond,3,text,YES,
public,tblCylinders,Trtmt,4,text,YES,
public,tblCylinders,MidDia,5,real,YES,
public,tblCylinders,EndDia,6,real,YES,
public,tblCylinders,Profile,7,text,YES,
public,tblCylinders,PerfDia,8,real,YES,
public,tblCylinders,PerfOrientation,9,text,YES,
public,tblCylinders,Design_Depth,10,real,YES,
public,tblCylinders,Newclass,11,text,YES,
public,tblCylinders,Type,12,text,YES,
public,tblCylinders,Oldclass,13,text,YES,
public,tblCylinders,Band_No,14,integer,YES,
public,tblCylinders,BandsinDesign,15,integer,YES,
public,tblCylinders,PigmentFace,16,text,YES,
public,tblCylinders,Amt_PigmentFace,17,text,YES,
public,tblCylinders,Distrib_PigmentFace,18,text,YES,
public,tblCylinders,PigmentSides,19,text,YES,
public,tblCylinders,Amt_PigmentSides,20,text,YES,
public,tblCylinders,Distrib_PigmentSides,21,text,YES,
public,tblCylinders,PigmentBody,22,text,YES,
public,tblCylinders,Amt_PigmentBody,23,text,YES,
public,tblCylinders,Distrib_PigmentBody,24,text,YES,
public,tblCylinders,PigmentEnds,25,text,YES,
public,tblCylinders,Amt_PigmentEnds,26,text,YES,
public,tblCylinders,Distrib_PigmentEnds,27,text,YES,
public,tblCylinders,PigmentPerf,28,text,YES,
public,tblCylinders,Amt_PigmentPerf,29,text,YES,
public,tblCylinders,Distrib_PigmentPerf,30,text,YES,
public,tblCylinders,Face_Stri,31,text,YES,
public,tblCylinders,Side_Stri,32,text,YES,
public,tblCylinders,Body_Stri,33,text,YES,
public,tblCylinders,End_stri,34,text,YES,
public,tblCylinders,Perf_Stri,35,text,YES,
public,tblCylinders,EndA Cond,36,text,YES,
public,tblCylinders,EndB Cond,37,text,YES,
public,tblCylinders,EndA_Shape,38,text,YES,
public,tblCylinders,EndA_Flare,39,text,YES,
public,tblCylinders,EndA_Damage,40,text,YES,
public,tblCylinders,EndB_Shape,41,text,YES,
public,tblCylinders,EndB_Flare,42,text,YES,
public,tblCylinders,EndB_Damage,43,text,YES,
public,tblDiscs,Record_No,1,integer,NO,
public,tblDiscs,MMAP_Artifact_ID,2,text,YES,
public,tblDiscs,Scond,3,text,YES,
public,tblDiscs,Diam,4,real,YES,
public,tblDiscs,Thick,5,real,YES,
public,tblDiscs,PerfDia,6,real,YES,
public,tblDiscs,SurfTrtmt,7,text,YES,
public,tblDubious_SuspectSites,Record_No,1,integer,NO,
public,tblDubious_SuspectSites,Site_Name,2,text,YES,
public,tblDubious_SuspectSites,Location_ID,3,integer,YES,
public,tblDubious_SuspectSites,Site_Short,4,text,YES,
public,tblDubious_SuspectSites,Site_ID,5,text,YES,
public,tblDubious_SuspectSites,NomadSiteID,6,integer,YES,
public,tblDubious_SuspectSites,Primary_River,7,text,YES,
public,tblDubious_SuspectSites,Dubious_Site,8,boolean,YES,
public,tblDubious_SuspectSites,Excavation_Priority,9,text,YES,
public,tblDubious_SuspectSites,Site_Description,10,text,YES,
public,tblDubious_SuspectSites,Dimension_A,11,real,YES,
public,tblDubious_SuspectSites,Dimension_B,12,real,YES,
public,tblDubious_SuspectSites,Est_Depth,13,text,YES,
public,tblDubious_SuspectSites,Date_Found,14,timestamp without time zone,YES,
public,tblDubious_SuspectSites,Revisit,15,boolean,YES,
public,tblDubious_SuspectSites,River_Near,16,text,YES,
public,tblDubious_SuspectSites,Accessibility,17,text,YES,
public,tblDubious_SuspectSites,Village_ID,18,integer,YES,
public,tblDubious_SuspectSites,Time_Spent,19,real,YES,
public,tblDubious_SuspectSites,Survey_Team,20,text,YES,
public,tblDubious_SuspectSites,Visit_Comments,21,text,YES,
public,tblDubious_SuspectSites,Cave,22,boolean,YES,
public,tblDubious_SuspectSites,Rockshelter,23,boolean,YES,
public,tblDubious_SuspectSites,Open_Air,24,boolean,YES,
public,tblDubious_SuspectSites,Jar_Site,25,boolean,YES,
public,tblDubious_SuspectSites,Houa_Phan,26,boolean,YES,
public,tblDubious_SuspectSites,Other_Megalith,27,boolean,YES,
public,tblDubious_SuspectSites,River_Cobble_Site,28,boolean,YES,
public,tblDubious_SuspectSites,Mining_Site,29,boolean,YES,
public,tblDubious_SuspectSites,Quarry_Site,30,boolean,YES,
public,tblDubious_SuspectSites,Surface_Scatter,31,boolean,YES,
public,tblDubious_SuspectSites,Historic_Village,32,boolean,YES,
public,tblDubious_SuspectSites,Built_Abandoned,33,boolean,YES,
public,tblDubious_SuspectSites,Historic_Buddhist,34,boolean,YES,
public,tblDubious_SuspectSites,Buddhist_Structures,35,boolean,YES,
public,tblDubious_SuspectSites,Religious_NonBuddhist,36,boolean,YES,
public,tblDubious_SuspectSites,Site_Type_Comments,37,text,YES,
public,tblDubious_SuspectSites,Speleothems,38,boolean,YES,
public,tblDubious_SuspectSites,Cave_Floor,39,text,YES,
public,tblDubious_SuspectSites,Cavemouth_Dir,40,text,YES,
public,tblDubious_SuspectSites,Cave_Moisture,41,text,YES,
public,tblDubious_SuspectSites,Cave_Mouth_Ht,42,real,YES,
public,tblDubious_SuspectSites,Meandering_Galleries,43,boolean,YES,
public,tblDubious_SuspectSites,Platform,44,boolean,YES,
public,tblDubious_SuspectSites,Talus_Remains,45,boolean,YES,
public,tblDubious_SuspectSites,Riverbank_Exposure,46,boolean,YES,
public,tblDubious_SuspectSites,Mound,47,boolean,YES,
public,tblDubious_SuspectSites,Features,48,boolean,YES,
public,tblDubious_SuspectSites,Stratigraphy,49,boolean,YES,
public,tblDubious_SuspectSites,Middle_2m_Density,50,integer,YES,
public,tblDubious_SuspectSites,Other_Conditions_Comment,51,text,YES,
public,tblDubious_SuspectSites,Surface_Structures,52,boolean,YES,
public,tblDubious_SuspectSites,Cultivation,53,boolean,YES,
public,tblDubious_SuspectSites,Guano_Dig,54,boolean,YES,
public,tblDubious_SuspectSites,UXO,55,boolean,YES,
public,tblDubious_SuspectSites,UXO_Cleared,56,boolean,YES,
public,tblDubious_SuspectSites,Ordnance,57,boolean,YES,
public,tblDubious_SuspectSites,Looting,58,boolean,YES,
public,tblDubious_SuspectSites,Erosion,59,boolean,YES,
public,tblDubious_SuspectSites,Animal_Activity,60,boolean,YES,
public,tblDubious_SuspectSites,Disturbance_Comments,61,text,YES,
public,tblDubious_SuspectSites,Religious,62,boolean,YES,
public,tblDubious_SuspectSites,Log_Coffins,63,boolean,YES,
public,tblDubious_SuspectSites,Mortuary_Interments,64,boolean,YES,
public,tblDubious_SuspectSites,Mortuary_Cremation,65,boolean,YES,
public,tblDubious_SuspectSites,Metal_Production,66,boolean,YES,
public,tblDubious_SuspectSites,Stone_Tool_Workshop,67,boolean,YES,
public,tblDubious_SuspectSites,Ceramic_Production,68,boolean,YES,
public,tblDubious_SuspectSites,Historic_Occupation,69,boolean,YES,
public,tblDubious_SuspectSites,Prehist_Habitation,70,boolean,YES,
public,tblDubious_SuspectSites,Site_Function_Comments,71,text,YES,
public,tblDubious_SuspectSites,Primary_Site_Image_ID,72,integer,YES,
public,tblDubious_SuspectSites,Primary_Image_ID,73,integer,YES,
public,tblDubious_SuspectSites,General_View,74,boolean,YES,
public,tblDubious_SuspectSites,Deposit_Context,75,boolean,YES,
public,tblDubious_SuspectSites,Main_Features,76,boolean,YES,
public,tblDubious_SuspectSites,Artifact_Range,77,boolean,YES,
public,tblDubious_SuspectSites,Artifact_Density,78,boolean,YES,
public,tblDubious_SuspectSites,Panorama,79,boolean,YES,
public,tblDubious_SuspectSites,Cave_Photo,80,boolean,YES,
public,tblDubious_SuspectSites,Speleothem_Photo,81,boolean,YES,
public,tblDubious_SuspectSites,Image_Numbers,82,text,YES,
public,tblDubious_SuspectSites,Primary_Site_Image,83,integer,YES,
public,tblDubious_SuspectSites,Photo_Comments,84,text,YES,
public,tblDubious_SuspectSites,MRC_ID,85,text,YES,
public,tblDubious_SuspectSites,Site_Num,86,real,YES,
public,tblDubious_SuspectSites,Village_Name,87,text,YES,
public,tblDubious_SuspectSites,Site_Rpt_Num,88,integer,YES,
public,tblDubious_SuspectSites,Entered_By,89,text,YES,
public,tblDubious_SuspectSites,Initial_Date,90,timestamp without time zone,YES,
public,tblDubious_SuspectSites,Last_Modified,91,timestamp without time zone,YES,
public,tblDubious_SuspectSites,Misc_Comments,92,text,YES,
public,tblDubious_SuspectSites,Bag_Numbers,93,text,YES,
public,tblDubious_SuspectSites,Dry_land-Swidden,94,boolean,YES,
public,tblDubious_SuspectSites,Wet_Rice,95,boolean,YES,
public,tblDubious_SuspectSites,Orchards,96,boolean,YES,
public,tblDubious_SuspectSites,Other_horticulture,97,boolean,YES,
public,tblDubious_SuspectSites,Flood_Recession,98,boolean,YES,
public,tblDubious_SuspectSites,Crops,99,text,YES,
public,tblDubious_SuspectSites,Natural_vegetation,100,text,YES,
public,tblDubious_SuspectSites,Swidden_burnt,101,boolean,YES,
public,tblDubious_SuspectSites,Year_Last_Burnt,102,text,YES,
public,tblDubious_SuspectSites,Wild_edible,103,text,YES,
public,tblDubious_SuspectSites,Industrial_Plants,104,text,YES,
public,tblDubious_SuspectSites,Fauna,105,text,YES,
public,tblDubious_SuspectSites,Commercial_Forest,106,boolean,YES,
public,tblDubious_SuspectSites,Natural_Forest,107,boolean,YES,
public,tblDubious_SuspectSites,Grassland,108,boolean,YES,
public,tblDubious_SuspectSites,Environmental_Comment,109,text,YES,
public,tblDubious_SuspectSites,Stone_Flakes,110,boolean,YES,
public,tblDubious_SuspectSites,Stone_Core,111,boolean,YES,
public,tblDubious_SuspectSites,Partly_Polished,112,boolean,YES,
public,tblDubious_SuspectSites,Fully_Polished,113,boolean,YES,
public,tblDubious_SuspectSites,Orient_Dimension_A,114,real,YES,
public,tblDubious_SuspectSites,Orient_Dimension_B,115,real,YES,
public,tblDubious_SuspectSites,Other_Artifacts,116,text,YES,
public,tblDubious_SuspectSites,Small_Finds,117,boolean,YES,
public,tblDubious_SuspectSites,Pecked_Polished,118,boolean,YES,
public,tblDubious_SuspectSites,Earthen_Cordmarked,119,boolean,YES,
public,tblDubious_SuspectSites,Earthen_Plain,120,boolean,YES,
public,tblDubious_SuspectSites,Earthen_Decorated,121,boolean,YES,
public,tblDubious_SuspectSites,Stoneware,122,boolean,YES,
public,tblDubious_SuspectSites,Copper_Base,123,boolean,YES,
public,tblDubious_SuspectSites,Iron_Artifacts,124,boolean,YES,
public,tblDubious_SuspectSites,Bone_Animal,125,boolean,YES,
public,tblDubious_SuspectSites,Bone_Human,126,boolean,YES,
public,tblDubious_SuspectSites,Bone_Misc,127,boolean,YES,
public,tblDubious_SuspectSites,Glass_Stone_Bead,128,boolean,YES,
public,tblDubious_SuspectSites,Artifacts_Comments,129,text,YES,
public,tblElem,Record_No,1,integer,NO,
public,tblElem,MMAP_Artifact_ID,2,text,YES,
public,tblElem,AnalysType,3,text,YES,
public,tblElem,Corrosion,4,text,YES,
public,tblElem,TestYr,5,text,YES,
public,tblElem,Cu,6,text,YES,
public,tblElem,Sn,7,text,YES,
public,tblElem,As,8,text,YES,
public,tblElem,Pb,9,text,YES,
public,tblElem,Sb,10,text,YES,
public,tblElem,Fe,11,text,YES,
public,tblElem,Ag,12,text,YES,
public,tblElem,Ni,13,text,YES,
public,tblElem,S,14,text,YES,
public,tblElem,Cl,15,text,YES,
public,tblElem,Cl<2%,16,text,YES,
public,tblElem,EDAX Sn,17,text,YES,
public,tblElem,EDAX Pb,18,text,YES,
public,tblElem,EDAX Fe,19,text,YES,
public,tblFigurines,Record_No,1,integer,NO,
public,tblFigurines,MMAP_Artifact_ID,2,text,YES,
public,tblFigurines,SF Class,3,text,YES,
public,tblFigurines,Scond,4,text,YES,
public,tblFigurines,MaxHgt,5,real,YES,
public,tblFigurines,MaxLen,6,real,YES,
public,tblFigurines,MaxWid,7,real,YES,
public,tblFigurines,HornBaseDia,8,real,YES,
public,tblFigurines,CornCurvDia,9,real,YES,
public,tblFigurines,Hardness,10,text,YES,
public,tblFigurines,AnimalID,11,text,YES,
public,tblFigurines,Head,12,text,YES,
public,tblFigurines,Nose,13,text,YES,
public,tblFigurines,Horn,14,text,YES,
public,tblFigurines,Horn_Angle,15,text,YES,
public,tblFigurines,Hump,16,text,YES,
public,tblFigurines,Hump_Size,17,text,YES,
public,tblFigurines,Back,18,text,YES,
public,tblFigurines,Back_Slope,19,text,YES,
public,tblFigurines,ForeQ,20,text,YES,
public,tblFigurines,ForeQ_Size,21,text,YES,
public,tblFigurines,HindQ,22,text,YES,
public,tblFigurines,HindQ_Size,23,text,YES,
public,tblFigurines,Body,24,text,YES,
public,tblFigurines,Body_Size,25,text,YES,
public,tblFigurines,Body_XSection,26,text,YES,
public,tblFigurines,BodyLengthShape,27,text,YES,
public,tblFigurines,ForeLeg,28,text,YES,
public,tblFigurines,FLeg_Shape,29,text,YES,
public,tblFigurines,FLeg_Length,30,text,YES,
public,tblFigurines,HindLeg,31,text,YES,
public,tblFigurines,HLeg_Shape,32,text,YES,
public,tblFigurines,HLeg_Length,33,text,YES,
public,tblFigurines,Tail,34,text,YES,
public,tblFigurines,Defacing,35,text,YES,
public,tblFlotationResults,Record_No,1,integer,NO,
public,tblFlotationResults,Site_Name,2,text,YES,
public,tblFlotationResults,Bag_ID,3,text,YES,
public,tblFlotationResults,FlotSample_No,4,text,YES,
public,tblFlotationResults,SAM_number,5,text,YES,
public,tblFlotationResults,Box_number,6,text,YES,
public,tblFlotationResults,Lang_number,7,text,YES,
public,tblFlotationResults,Date_Floated,8,timestamp without time zone,YES,
public,tblFlotationResults,Date_Sorted,9,timestamp without time zone,YES,
public,tblFlotationResults,Total_Vol_Floated(liters),10,real,YES,
public,tblFlotationResults,Total_Wt_Floated(kg),11,real,YES,
public,tblFlotationResults,Flotation_Notes,12,text,YES,
public,tblFlotationResults,Residue_Description,13,text,YES,
public,tblFlotationResults,Total_ResidueWt_>4mm,14,real,YES,
public,tblFlotationResults,Total_ResidueWt_2-4mm,15,real,YES,
public,tblFlotationResults,Total_ResidueWt_1-2mm,16,real,YES,
public,tblFlotationResults,Pottery_Count,17,integer,YES,
public,tblFlotationResults,PotteryWt_>4mm,18,real,YES,
public,tblFlotationResults,PotteryWt_2-4mm,19,real,YES,
public,tblFlotationResults,Flaked_Stone_Count,20,integer,YES,
public,tblFlotationResults,FlakedStoneWt_>4mm,21,real,YES,
public,tblFlotationResults,FlakedStoneWt_2-4mm,22,real,YES,
public,tblFlotationResults,Polished_Stone_Count,23,integer,YES,
public,tblFlotationResults,PolishedStoneWt_>4mm,24,real,YES,
public,tblFlotationResults,PolishedStoneWt_2-4mm,25,real,YES,
public,tblFlotationResults,Worked_Shell_Count,26,integer,YES,
public,tblFlotationResults,WorkedShellWt_>4mm,27,real,YES,
public,tblFlotationResults,WorkedShellWt_2-4mm,28,real,YES,
public,tblFlotationResults,Worked_Bone_Count,29,integer,YES,
public,tblFlotationResults,WorkedBoneWt_>4mm,30,real,YES,
public,tblFlotationResults,WorkedBoneWt_2-4mm,31,real,YES,
public,tblFlotationResults,Ochre_Count,32,integer,YES,
public,tblFlotationResults,OchreWt_>4mm,33,real,YES,
public,tblFlotationResults,OchreWt_2-4mm,34,real,YES,
public,tblFlotationResults,Bead_Count,35,integer,YES,
public,tblFlotationResults,BeadWt_>4mm,36,real,YES,
public,tblFlotationResults,BeadWt_2-4mm,37,real,YES,
public,tblFlotationResults,Other_Artifacts,38,text,YES,
public,tblFlotationResults,Other_Artifacts_Count,39,integer,YES,
public,tblFlotationResults,OtherArtWt_>4mm,40,real,YES,
public,tblFlotationResults,OtherArtWt_2-4mm,41,real,YES,
public,tblFlotationResults,Shell_Count,42,integer,YES,
public,tblFlotationResults,ShellWt_>4mm,43,real,YES,
public,tblFlotationResults,ShellWt_2-4mm,44,real,YES,
public,tblFlotationResults,FishBone_Count,45,integer,YES,
public,tblFlotationResults,FishBoneWt_>4mm,46,real,YES,
public,tblFlotationResults,FishBoneWt_2-4mm,47,real,YES,
public,tblFlotationResults,OtherBone_Count,48,integer,YES,
public,tblFlotationResults,OtherBoneWt_>4mm,49,real,YES,
public,tblFlotationResults,OtherBoneWt_2-4mm,50,real,YES,
public,tblFlotationResults,Charcoal_Count,51,integer,YES,
public,tblFlotationResults,CharcoalWt_>4mm,52,real,YES,
public,tblFlotationResults,CharcoalWt_2-4mm,53,real,YES,
public,tblFlotationResults,MinSeeds_Count,54,integer,YES,
public,tblFlotationResults,MinSeedsWt_>4mm,55,real,YES,
public,tblFlotationResults,MinSeedsWt_2-4mm,56,real,YES,
public,tblFlotationResults,CharredSeeds_Count,57,integer,YES,
public,tblFlotationResults,CharredSeedsWt_>4mm,58,real,YES,
public,tblFlotationResults,CharredSeedsWt_2-4mm,59,real,YES,
public,tblFlotationResults,Crab_Count,60,integer,YES,
public,tblFlotationResults,CrabWt_>4mm,61,real,YES,
public,tblFlotationResults,CrabWt_2-4mm,62,real,YES,
public,tblFlotationResults,Other_Biological_Count,63,integer,YES,
public,tblFlotationResults,Other_Biological,64,text,YES,
public,tblFlotationResults,Other_BioWt_>4mm,65,real,YES,
public,tblFlotationResults,Other_BioWt_2-4mm,66,real,YES,
public,tblFlotationResults,Phytolith_sample?,67,boolean,YES,
public,tblFlotationResults,Residue_Notes,68,text,YES,
