COPY 2610
ma,table_name,column_name,ordinal_position,data_type,is_nullable,column_default
public,tblFlotationResults,Entered_By,69,text,YES,
public,tblFlotationResults,Entry_date,70,timestamp without time zone,YES,
public,tblGlassAnalyses,Record_No,1,integer,NO,
public,tblGlassAnalyses,MMAP_Artifact_ID,2,text,YES,
public,tblGlassAnalyses,Lankton_Type,3,text,YES,
public,tblGlassAnalyses,Sample_description,4,text,YES,
public,tblGlassAnalyses,Lankton_color,5,text,YES,
public,tblGlassAnalyses,Form,6,text,YES,
public,tblGlassAnalyses,length,7,text,YES,
public,tblGlassAnalyses,diam,8,text,YES,
public,tblGlassAnalyses,technique,9,text,YES,
public,tblGlassAnalyses,Analysis_date,10,timestamp without time zone,YES,
public,tblGlassAnalyses,SiO2,11,real,YES,
public,tblGlassAnalyses,Na2O,12,real,YES,
public,tblGlassAnalyses,K2O,13,real,YES,
public,tblGlassAnalyses,Mg O,14,real,YES,
public,tblGlassAnalyses,CaO,15,real,YES,
public,tblGlassAnalyses,Al2 O3,16,real,YES,
public,tblGlassAnalyses,Li2 O,17,real,YES,
public,tblGlassAnalyses,B2 O3,18,real,YES,
public,tblGlassAnalyses,P2 O5,19,real,YES,
public,tblGlassAnalyses,Cl,20,real,YES,
public,tblGlassAnalyses,Ti O2,21,real,YES,
public,tblGlassAnalyses,V2 O5,22,real,YES,
public,tblGlassAnalyses,Cr2 O3,23,real,YES,
public,tblGlassAnalyses,Mn O,24,real,YES,
public,tblGlassAnalyses,Fe2 O3,25,real,YES,
public,tblGlassAnalyses,Co O,26,real,YES,
public,tblGlassAnalyses,Ni O,27,real,YES,
public,tblGlassAnalyses,Cu O,28,real,YES,
public,tblGlassAnalyses,Zn O,29,real,YES,
public,tblGlassAnalyses,Ga,30,real,YES,
public,tblGlassAnalyses,As2 O3,31,real,YES,
public,tblGlassAnalyses,Rb2 O,32,real,YES,
public,tblGlassAnalyses,Sr O,33,real,YES,
public,tblGlassAnalyses,Y2 O3,34,real,YES,
public,tblGlassAnalyses,Zr O2,35,real,YES,
public,tblGlassAnalyses,Nb2 O3,36,real,YES,
public,tblGlassAnalyses,Ag,37,real,YES,
public,tblGlassAnalyses,In,38,real,YES,
public,tblGlassAnalyses,Sn O2,39,real,YES,
public,tblGlassAnalyses,Sb2 O3,40,real,YES,
public,tblGlassAnalyses,Cs2 O,41,real,YES,
public,tblGlassAnalyses,Ba O,42,real,YES,
public,tblGlassAnalyses,La2 O3,43,real,YES,
public,tblGlassAnalyses,Ce O2,44,real,YES,
public,tblGlassAnalyses,Pr O2,45,real,YES,
public,tblGlassAnalyses,Nd2 O3,46,real,YES,
public,tblGlassAnalyses,Sm2 O3,47,real,YES,
public,tblGlassAnalyses,Eu2 O3,48,real,YES,
public,tblGlassAnalyses,Gd2 O3,49,real,YES,
public,tblGlassAnalyses,Tb2 O3,50,real,YES,
public,tblGlassAnalyses,Dy2 O3,51,real,YES,
public,tblGlassAnalyses,Ho2 O3,52,real,YES,
public,tblGlassAnalyses,Er2 O3,53,real,YES,
public,tblGlassAnalyses,Tm2 O3,54,real,YES,
public,tblGlassAnalyses,Yb2 O3,55,real,YES,
public,tblGlassAnalyses,Lu2 O3,56,real,YES,
public,tblGlassAnalyses,Hf O2,57,real,YES,
public,tblGlassAnalyses,Ta2 O3,58,real,YES,
public,tblGlassAnalyses,Au,59,real,YES,
public,tblGlassAnalyses,Pb O,60,real,YES,
public,tblGlassAnalyses,Bi,61,real,YES,
public,tblGlassAnalyses,Th O2,62,real,YES,
public,tblGlassAnalyses,U O2,63,real,YES,
public,tblGlassAnalyses,87Sr/86Sr,64,real,YES,
public,tblIronArt,Record_No,1,integer,NO,
public,tblIronArt,MMAP_Artifact_ID,2,text,YES,
public,tblIronArt,Genre,3,text,YES,
public,tblIronArt,Haft,4,text,YES,
public,tblIronArt,Max_Thick,5,real,YES,
public,tblIronArt,Description,6,text,YES,
public,tblLIAdata,Record_No,1,integer,NO,
public,tblLIAdata,SEALIP_Sample,2,text,YES,
public,tblLIAdata,MMAP_Artifact_ID,3,text,YES,
public,tblLIAdata,208Pb/206Pb,4,text,YES,
public,tblLIAdata,207Pb/206Pb,5,text,YES,
public,tblLIAdata,208Pb/204Pb,6,text,YES,
public,tblLIAdata,207Pb/204Pb,7,text,YES,
public,tblLIAdata,206Pb/204Pb,8,text,YES,
public,tblLIAdata,Sample description,9,text,YES,
public,tblLIAdata,Characterization,10,text,YES,
public,tblLIAdata,Period,11,text,YES,
public,tblLaoBags,Record_No,1,integer,NO,
public,tblLaoBags,Bag_ID,2,text,YES,
public,tblLaoBags,Old_Bag_No,3,text,YES,
public,tblLaoBags,Project,4,text,YES,
public,tblLaoBags,Location_ID,5,text,YES,
public,tblLaoBags,Site_Name,6,text,YES,
public,tblLaoBags,Grid_Unit,7,text,YES,
public,tblLaoBags,Site_Type,8,text,YES,
public,tblLaoBags,Layer,9,text,YES,
public,tblLaoBags,Subunit,10,text,YES,
public,tblLaoBags,Level,11,text,YES,
public,tblLaoBags,Sediment_Context,12,text,YES,
public,tblLaoBags,tblArtMasDepContext,13,text,YES,
public,tblLaoBags,Sublevel,14,text,YES,
public,tblLaoBags,Feature_No,15,text,YES,
public,tblLaoBags,Sediment_Stratum,16,text,YES,
public,tblLaoBags,Fea_Intrusion,17,text,YES,
public,tblLaoBags,Feature_Type,18,text,YES,
public,tblLaoBags,Feature_Text,19,text,YES,
public,tblLaoBags,Collection_Date,20,timestamp without time zone,YES,
public,tblLaoBags,BC_Context_No,21,text,YES,
public,tblLaoBags,Context_No,22,text,YES,
public,tblLaoBags,BCES_Burial_Context,23,text,YES,
public,tblLaoBags,Burial_Number,24,text,YES,
public,tblLaoBags,Field_Comments,25,text,YES,
public,tblLaoBags,Pottery,26,boolean,YES,
public,tblLaoBags,Total_Artifact_Count,27,integer,YES,
public,tblLaoBags,Pottery_Count,28,real,YES,
public,tblLaoBags,Pottery_Weight,29,real,YES,
public,tblLaoBags,Earthen_Cordmarked,30,boolean,YES,
public,tblLaoBags,Earthen_Decorated,31,boolean,YES,
public,tblLaoBags,Earthen_Plain,32,boolean,YES,
public,tblLaoBags,General_Stone,33,boolean,YES,
public,tblLaoBags,Stoneware,34,boolean,YES,
public,tblLaoBags,General_Stone_Wt,35,real,YES,
public,tblLaoBags,Polished_Stone,36,boolean,YES,
public,tblLaoBags,Polished_Count,37,integer,YES,
public,tblLaoBags,Polished_Weight,38,real,YES,
public,tblLaoBags,Flake_Weight,39,real,YES,
public,tblLaoBags,Stone_Flakes,40,boolean,YES,
public,tblLaoBags,Flake_Count,41,real,YES,
public,tblLaoBags,Core_Weight,42,real,YES,
public,tblLaoBags,Stone_Core,43,boolean,YES,
public,tblLaoBags,Core_Count,44,real,YES,
public,tblLaoBags,Manu_Weight,45,real,YES,
public,tblLaoBags,Manuport,46,boolean,YES,
public,tblLaoBags,Manu_Count,47,integer,YES,
public,tblLaoBags,Fully_Polished,48,boolean,YES,
public,tblLaoBags,Partly_Polished,49,boolean,YES,
public,tblLaoBags,Glass_Stone_Bead,50,boolean,YES,
public,tblLaoBags,Pecked_Polished,51,boolean,YES,
public,tblLaoBags,Bead_Count,52,integer,YES,
public,tblLaoBags,Bead_Weight,53,real,YES,
public,tblLaoBags,General_Clay,54,boolean,YES,
public,tblLaoBags,Find_Comments,55,text,YES,
public,tblLaoBags,General_Clay_Wt,56,real,YES,
public,tblLaoBags,General_Metal,57,boolean,YES,
public,tblLaoBags,Copper_Base,58,boolean,YES,
public,tblLaoBags,General_Metal_Wt,59,real,YES,
public,tblLaoBags,Copper_Count,60,integer,YES,
public,tblLaoBags,Copper_Weight,61,real,YES,
public,tblLaoBags,Iron_Artifacts,62,boolean,YES,
public,tblLaoBags,Iron_Count,63,integer,YES,
public,tblLaoBags,Iron_Weight,64,real,YES,
public,tblLaoBags,Other_Artifact,65,text,YES,
public,tblLaoBags,Other_Count,66,integer,YES,
public,tblLaoBags,Other_Weight,67,real,YES,
public,tblLaoBags,Misc_Bone,68,boolean,YES,
public,tblLaoBags,Misc_Bone_Count,69,integer,YES,
public,tblLaoBags,Misc_Bone_Weight,70,real,YES,
public,tblLaoBags,Animal_Weight,71,real,YES,
public,tblLaoBags,Bone_Animal,72,boolean,YES,
public,tblLaoBags,Animal_Count,73,real,YES,
public,tblLaoBags,Bone_Human,74,boolean,YES,
public,tblLaoBags,Human_Count,75,integer,YES,
public,tblLaoBags,Human_Weight,76,real,YES,
public,tblLaoBags,Shell,77,boolean,YES,
public,tblLaoBags,Shell_Count,78,integer,YES,
public,tblLaoBags,Shell_Weight,79,real,YES,
public,tblLaoBags,Charcoal,80,boolean,YES,
public,tblLaoBags,Charcoal_Count,81,integer,YES,
public,tblLaoBags,Charcoal_Weight,82,real,YES,
public,tblLaoBags,Seeds,83,boolean,YES,
public,tblLaoBags,Seeds_Count,84,integer,YES,
public,tblLaoBags,Seeds_Weight,85,real,YES,
public,tblLaoBags,Other_Bio,86,text,YES,
public,tblLaoBags,Other_Bio_Count,87,integer,YES,
public,tblLaoBags,Other_Bio_Weight,88,real,YES,
public,tblLaoBags,Flotation,89,boolean,YES,
public,tblLaoBags,Flotation_Volume,90,real,YES,
public,tblLaoBags,Flotation_Weight,91,real,YES,
public,tblLaoBags,Micromorph,92,boolean,YES,
public,tblLaoBags,Micro_Weight,93,real,YES,
public,tblLaoBags,Micro_Volume,94,real,YES,
public,tblLaoBags,Pollen,95,boolean,YES,
public,tblLaoBags,Pollen_Volume,96,real,YES,
public,tblLaoBags,Pollen_Weight,97,real,YES,
public,tblLaoBags,Phytolith,98,boolean,YES,
public,tblLaoBags,Phyto_Weight,99,real,YES,
public,tblLaoBags,Phyto_Volume,100,real,YES,
public,tblLaoBags,Chemical,101,boolean,YES,
public,tblLaoBags,Chemical_Volume,102,real,YES,
public,tblLaoBags,Chemical_Weight,103,real,YES,
public,tblLaoBags,Other_Env,104,text,YES,
public,tblLaoBags,Other_Env_Volume,105,real,YES,
public,tblLaoBags,Other_Env_Weight,106,real,YES,
public,tblLaoBags,Storage_Building,107,text,YES,
public,tblLaoBags,Storage_Location,108,text,YES,
public,tblLaoBags,Storage_Column,109,text,YES,
public,tblLaoBags,Lab_Comments,110,text,YES,
public,tblLaoBags,Storage_Shelf,111,text,YES,
public,tblLaoBags,Storage_Notes,112,text,YES,
public,tblLaoBags,Analyst_Recorder,113,text,YES,
public,tblLaoBags,Entered_By,114,text,YES,
public,tblLaoBags,Initial_Date,115,timestamp without time zone,YES,
public,tblLaoBags,Last_Modified,116,timestamp without time zone,YES,
public,tblMetAnalysis_all,Record_No,1,integer,NO,
public,tblMetAnalysis_all,MMAP_Artifact_ID,2,text,YES,
public,tblMetAnalysis_all,Artifact_class,3,text,YES,
public,tblMetAnalysis_all,Alloy,4,text,YES,
public,tblMetAnalysis_all,Oli_Alloy,5,text,YES,
public,tblMetAnalysis_all,Where_cut,6,text,YES,
public,tblMetAnalysis_all,How_mounted,7,text,YES,
public,tblMetAnalysis_all,Compositional,8,text,YES,
public,tblMetAnalysis_all,Structure,9,text,YES,
public,tblMetAnalysis_all,Metallographic_description,10,text,YES,
public,tblMetAnalysis_all,txtPM_Path1,11,text,YES,
public,tblMetAnalysis_all,txtPM_Path2,12,text,YES,
public,tblMetAnalysis_all,txtPM_Path3,13,text,YES,
public,tblMetAnalysis_all,txtPM_Path4,14,text,YES,
public,tblMetAnalysis_all,Site,15,text,YES,
public,tblMetAnalysis_all,AnalysType,16,text,YES,
public,tblMetAnalysis_all,Class,17,text,YES,
public,tblMetAnalysis_all,Corrosion,18,text,YES,
public,tblMetAnalysis_all,Period,19,text,YES,
public,tblMetAnalysis_all,TestYr,20,text,YES,
public,tblMetAnalysis_all,Cu,21,text,YES,
public,tblMetAnalysis_all,Sn,22,text,YES,
public,tblMetAnalysis_all,As,23,text,YES,
public,tblMetAnalysis_all,Pb,24,text,YES,
public,tblMetAnalysis_all,Sb,25,text,YES,
public,tblMetAnalysis_all,Fe,26,text,YES,
public,tblMetAnalysis_all,Ag,27,text,YES,
public,tblMetAnalysis_all,Ni,28,text,YES,
public,tblMetAnalysis_all,S,29,text,YES,
public,tblMetAnalysis_all,Cl,30,text,YES,
public,tblMetAnalysis_all,EDAX Sn,31,text,YES,
public,tblMetAnalysis_all,EDAX Pb,32,text,YES,
public,tblMetAnalysis_all,EDAX Fe,33,text,YES,
public,tblMetAnalysis_all,ArtifactID,34,text,YES,
public,tblMetAnalysis_all,Load_gm,35,real,YES,
public,tblMetAnalysis_all,Area,36,text,YES,
public,tblMetAnalysis_all,Hv_range,37,text,YES,
public,tblMetAnalysis_all,Comments,38,text,YES,
public,tblMetAnalysis_all,SEALIP_Sample,39,text,YES,
public,tblMetAnalysis_all,208Pb/206Pb,40,text,YES,
public,tblMetAnalysis_all,207Pb/206Pb,41,text,YES,
public,tblMetAnalysis_all,208Pb/204Pb,42,text,YES,
public,tblMetAnalysis_all,207Pb/204Pb,43,text,YES,
public,tblMetAnalysis_all,206Pb/204Pb,44,text,YES,
public,tblMetAnalysis_all,Sample description,45,text,YES,
public,tblMetAnalysis_all,Characterization,46,text,YES,
public,tblMetElem,Record_No,1,integer,NO,
public,tblMetElem,MMAP_Artifact_ID,2,text,YES,
public,tblMetElem,Artifact_class,3,text,YES,
public,tblMetElem,Alloy,4,text,YES,
public,tblMetElem,Where_cut,5,text,YES,
public,tblMetElem,How_mounted,6,text,YES,
public,tblMetElem,Compositional,7,text,YES,
public,tblMetElem,Structure,8,text,YES,
public,tblMetElem,Metallographic_description,9,text,YES,
public,tblMetElem,txtPM_Path1,10,text,YES,
public,tblMetElem,txtPM_Path2,11,text,YES,
public,tblMetElem,txtPM_Path3,12,text,YES,
public,tblMetElem,txtPM_Path4,13,text,YES,
public,tblMetElem,tblelemental-Cu_MMAP_Artifact_ID,14,text,YES,
public,tblMetElem,Site,15,text,YES,
public,tblMetElem,AnalysType,16,text,YES,
public,tblMetElem,Class,17,text,YES,
public,tblMetElem,Corrosion,18,text,YES,
public,tblMetElem,Period,19,text,YES,
public,tblMetElem,TestYr,20,text,YES,
public,tblMetElem,Cu,21,text,YES,
public,tblMetElem,Sn,22,text,YES,
public,tblMetElem,As,23,text,YES,
public,tblMetElem,Pb,24,text,YES,
public,tblMetElem,Sb,25,text,YES,
public,tblMetElem,Fe,26,text,YES,
public,tblMetElem,Ag,27,text,YES,
public,tblMetElem,Ni,28,text,YES,
public,tblMetElem,S,29,text,YES,
public,tblMetElem,Cl,30,text,YES,
public,tblMetElem,EDAX Sn,31,text,YES,
public,tblMetElem,EDAX Pb,32,text,YES,
public,tblMetElem,EDAX Fe,33,text,YES,
public,tblMetElemHardness,Record_No,1,integer,NO,
public,tblMetElemHardness,MMAP_Artifact_ID,2,text,YES,
public,tblMetElemHardness,Artifact_class,3,text,YES,
public,tblMetElemHardness,Alloy,4,text,YES,
public,tblMetElemHardness,Where_cut,5,text,YES,
public,tblMetElemHardness,How_mounted,6,text,YES,
public,tblMetElemHardness,Compositional,7,text,YES,
public,tblMetElemHardness,Structure,8,text,YES,
public,tblMetElemHardness,Metallographic_description,9,text,YES,
public,tblMetElemHardness,txtPM_Path1,10,text,YES,
public,tblMetElemHardness,txtPM_Path2,11,text,YES,
public,tblMetElemHardness,txtPM_Path3,12,text,YES,
public,tblMetElemHardness,txtPM_Path4,13,text,YES,
public,tblMetElemHardness,tblelemental-Cu_MMAP_Artifact_ID,14,text,YES,
public,tblMetElemHardness,Site,15,text,YES,
public,tblMetElemHardness,AnalysType,16,text,YES,
public,tblMetElemHardness,Class,17,text,YES,
public,tblMetElemHardness,Corrosion,18,text,YES,
public,tblMetElemHardness,Period,19,text,YES,
public,tblMetElemHardness,TestYr,20,text,YES,
public,tblMetElemHardness,Cu,21,text,YES,
public,tblMetElemHardness,Sn,22,text,YES,
public,tblMetElemHardness,As,23,text,YES,
public,tblMetElemHardness,Pb,24,text,YES,
public,tblMetElemHardness,Sb,25,text,YES,
public,tblMetElemHardness,Fe,26,text,YES,
public,tblMetElemHardness,Ag,27,text,YES,
public,tblMetElemHardness,Ni,28,text,YES,
public,tblMetElemHardness,S,29,text,YES,
public,tblMetElemHardness,Cl,30,text,YES,
public,tblMetElemHardness,EDAX Sn,31,text,YES,
public,tblMetElemHardness,EDAX Pb,32,text,YES,
public,tblMetElemHardness,EDAX Fe,33,text,YES,
public,tblMetElemHardness,ArtifactID,34,text,YES,
public,tblMetElemHardness,Load_gm,35,real,YES,
public,tblMetElemHardness,Area,36,text,YES,
public,tblMetElemHardness,Hv_range,37,text,YES,
public,tblMetElemHardness,Comments,38,text,YES,
public,tblMetHardness,Record_No,1,integer,NO,
public,tblMetHardness,MMAP_Artifact_ID,2,text,YES,
public,tblMetHardness,Site,3,text,YES,
public,tblMetHardness,Class,4,text,YES,
public,tblMetHardness,Material,5,text,YES,
public,tblMetHardness,Period,6,text,YES,
public,tblMetHardness,Load_gm,7,real,YES,
public,tblMetHardness,Area,8,text,YES,
public,tblMetHardness,Hv_range,9,text,YES,
public,tblMetHardness,Comments,10,text,YES,
public,tblMetalAdze,Record_No,1,integer,NO,
public,tblMetalAdze,MMAP_Artifact_ID,2,text,YES,
public,tblMetalAdze,Corrosion,3,text,YES,
public,tblMetalAdze,Conserved,4,boolean,YES,
public,tblMetalAdze,Sampled,5,text,YES,
public,tblMetalAdze,InCatalog,6,boolean,YES,
public,tblMetalAdze,Elemental,7,boolean,YES,
public,tblMetalAdze,Hardness,8,text,YES,
public,tblMetalAdze,Type,9,text,YES,
public,tblMetalAdze,Subtype,10,text,YES,
public,tblMetalAdze,OrigLen,11,real,YES,
public,tblMetalAdze,EdgeRad,12,real,YES,
public,tblMetalAdze,EdgeLen,13,real,YES,
public,tblMetalAdze,ChordLen,14,real,YES,
public,tblMetalAdze,ChordHt,15,real,YES,
public,tblMetalAdze,WaistWid,16,real,YES,
public,tblMetalAdze,AvgBlWid,17,real,YES,
public,tblMetalAdze,BlThick,18,real,YES,
public,tblMetalAdze,AdzeFace,19,text,YES,
public,tblMetalAdze,ODSocket,20,real,YES,
public,tblMetalAdze,IDSocket,21,real,YES,
public,tblMetalAdze,OrigScktHt,22,real,YES,
public,tblMetalAdze,Comments,23,text,YES,
public,tblMetalAmorph,Record_No,1,integer,NO,
public,tblMetalAmorph,MMAP_Artifact_ID,2,text,YES,
public,tblMetalAmorph,Class,3,text,YES,
public,tblMetalAmorph,Material,4,text,YES,
public,tblMetalAmorph,Corr,5,text,YES,
public,tblMetalAmorph,Conserved,6,boolean,YES,
public,tblMetalAmorph,Sampled,7,text,YES,
public,tblMetalAmorph,InCat,8,boolean,YES,
public,tblMetalAmorph,cat,9,boolean,YES,
public,tblMetalAmorph,Elem?,10,boolean,YES,
public,tblMetalAmorph,Hardness,11,text,YES,
public,tblMetalAmorph,Shape,12,text,YES,
public,tblMetalBlades,Record_ID,1,integer,NO,
public,tblMetalBlades,MMAP_Artifact_ID,2,text,YES,
public,tblMetalBlades,Corrosion,3,text,YES,
public,tblMetalBlades,InCatalog,4,boolean,YES,
public,tblMetalBlades,Elemental,5,boolean,YES,
public,tblMetalBlades,Sampled,6,text,YES,
public,tblMetalBlades,HardnessRange,7,text,YES,
public,tblMetalBlades,HardTest,8,boolean,YES,
public,tblMetalBlades,Type,9,text,YES,
public,tblMetalBlades,OrigLen,10,real,YES,
public,tblMetalBlades,OrigWid,11,real,YES,
public,tblMetalBlades,InnerRad,12,real,YES,
public,tblMetalBlades,InnerLength,13,real,YES,
public,tblMetalBlades,ChordLen,14,real,YES,
public,tblMetalBlades,ChordHt,15,real,YES,
public,tblMetalBlades,OuterLength,16,real,YES,
public,tblMetalBlades,BladeLength,17,real,YES,
public,tblMetalBlades,MaxBladeWid,18,real,YES,
public,tblMetalBlades,AvgBladeWid,19,real,YES,
public,tblMetalBlades,BladeThick,20,real,YES,
public,tblMetalBlades,CurvedBlShape,21,text,YES,
public,tblMetalBlades,UnclassBlShape,22,text,YES,
public,tblMetalBlades,Tang,23,text,YES,
public,tblMetalBlades,Comments,24,text,YES,
public,tblMetalMisc,Record_No,1,integer,NO,
public,tblMetalMisc,MMAP_Artifact_ID,2,text,YES,
public,tblMetalMisc,Subclass,3,text,YES,
public,tblMetalMisc,Corr,4,text,YES,
public,tblMetalMisc,Sampled,5,text,YES,
public,tblMetalMisc,InCatalog,6,boolean,YES,
public,tblMetalMisc,Elemental,7,boolean,YES,
public,tblMetalMisc,Hardness,8,text,YES,
public,tblMetalMisc,OrigLen,9,real,YES,
public,tblMetalMisc,OrigWid,10,real,YES,
public,tblMetalMisc,IDSocket,11,real,YES,
public,tblMetalMisc,MaxShaft,12,real,YES,
public,tblMetalMisc,OpenWid,13,real,YES,
public,tblMetalMisc,OpenDeg,14,real,YES,
public,tblMetalMisc,MaxThick,15,real,YES,
public,tblMetalPoints,Record_ID,1,integer,NO,
public,tblMetalPoints,MMAP_Artifact_ID,2,text,YES,
public,tblMetalPoints,Corrosion,3,text,YES,
public,tblMetalPoints,Type,4,text,YES,
public,tblMetalPoints,Subtype,5,text,YES,
public,tblMetalPoints,InCatalog,6,boolean,YES,
public,tblMetalPoints,Elemental,7,boolean,YES,
public,tblMetalPoints,Sampled,8,text,YES,
public,tblMetalPoints,Hardness,9,text,YES,
public,tblMetalPoints,HardTest,10,boolean,YES,
public,tblMetalPoints,OrigLen,11,real,YES,
public,tblMetalPoints,OrigLenBlade,12,real,YES,
public,tblMetalPoints,OrigMaxWid,13,real,YES,
public,tblMetalPoints,MaxBladeWidth,14,real,YES,
public,tblMetalPoints,BladeThickness,15,real,YES,
public,tblMetalPoints,Rib,16,text,YES,
public,tblMetalPoints,BladeShape,17,text,YES,
public,tblMetalPoints,OuterDiamSocket,18,real,YES,
public,tblMetalPoints,InnerDiamSocket,19,real,YES,
public,tblMetalPoints,Tang,20,text,YES,
public,tblMetalPoints,Comments,21,text,YES,
public,tblMetalPoints,Date_Last_Modified,22,timestamp without time zone,YES,
public,tblMetalWire_Rod,Record_No,1,integer,NO,
public,tblMetalWire_Rod,MMAP_Artifact_ID,2,text,YES,
public,tblMetalWire_Rod,Type,3,text,YES,
public,tblMetalWire_Rod,Corrosion,4,text,YES,
public,tblMetalWire_Rod,InCatalog,5,boolean,YES,
public,tblMetalWire_Rod,Sampled,6,text,YES,
public,tblMetalWire_Rod,Elemental,7,boolean,YES,
public,tblMetalWire_Rod,Hardness,8,text,YES,
public,tblMetalWire_Rod,TotLen,9,real,YES,
public,tblMetalWire_Rod,XDiam,10,real,YES,
public,tblMetalWire_Rod,XType,11,text,YES,
public,tblMetal_Flat,Record_No,1,integer,NO,
public,tblMetal_Flat,MMAP_Artifact_ID,2,text,YES,
public,tblMetal_Flat,InCatalog,3,boolean,YES,
public,tblMetal_Flat,Elemental,4,boolean,YES,
public,tblMetal_Flat,Thickness,5,real,YES,
public,tblMetal_Flat,Hardness,6,text,YES,
public,tblMetal_Flat,Shape,7,text,YES,
public,tblMetal_Flat,Corr,8,text,YES,
public,tblMetal_Flat,Sampled,9,text,YES,
public,tblMiscArt,Record_No,1,integer,NO,
public,tblMiscArt,MMAP_Artifact_ID,2,text,YES,
public,tblMiscArt,Genre,3,text,YES,
public,tblMiscArt,Thickness,4,real,YES,
public,tblMiscArt,Comment,5,text,YES,
public,tblMiscClay,Record_No,1,integer,NO,
public,tblMiscClay,MMAP_Artifact_ID,2,text,YES,
public,tblMiscClay,SF Class,3,text,YES,
public,tblMiscClay,SF Sub-class,4,text,YES,
public,tblMiscClay,Scond,5,text,YES,
public,tblMiscStone,Record_No,1,integer,NO,
public,tblMiscStone,MMAP_Artifact_ID,2,text,YES,
public,tblMiscStone,SF Class,3,text,YES,
public,tblMiscStone,Scond,4,text,YES,
public,tblMiscStone,Color,5,text,YES,
public,tblMiscStone,PigOnSide,6,text,YES,
public,tblMiscStone,StonType,7,text,YES,
public,tblMiscStone,FunctCl,8,text,YES,
public,tblMiscStone,OrigShape,9,text,YES,
public,tblMiscStone,ModEvidence,10,text,YES,
public,tblMiscStone,ModEvidence1,11,text,YES,
public,tblMiscStone,ModEvidence2,12,text,YES,
public,tblMiscStone,ModEvidence3,13,text,YES,
public,tblMiscStone,ModEvidence4,14,text,YES,
public,tblOldSherdTypes,Record_No,1,integer,NO,
public,tblOldSherdTypes,FabricID,2,integer,YES,
public,tblOldSherdTypes,SherdType,3,text,YES,
public,tblPMs,Record_No,1,integer,NO,
public,tblPMs,MMAP_Artifact_ID,2,text,YES,
public,tblPMs,ArtifactClass,3,text,YES,
public,tblPMs,Date_Taken,4,text,YES,
public,tblPMs,Etchant,5,text,YES,
public,tblPMs,Magnification,6,text,YES,
public,tblPMs,Material,7,text,YES,
public,tblPMs,Neg No,8,text,YES,
public,tblPellets,Record_No,1,integer,NO,
public,tblPellets,MMAP_Artifact_ID,2,text,YES,
public,tblPellets,SurfCond,3,text,YES,
public,tblPellets,UseDamage,4,text,YES,
public,tblPellets,txtDate_Last_Modified,5,timestamp without time zone,YES,
public,tblPestles,Record_No,1,integer,NO,
public,tblPestles,MMAP_Artifact_ID,2,text,YES,
public,tblPestles,Scond,3,text,YES,
public,tblPestles,TotlLen,4,real,YES,
public,tblPestles,HandlLen,5,real,YES,
public,tblPestles,HandlDia,6,real,YES,
public,tblPestles,BaseHgt,7,real,YES,
public,tblPestles,BaseDia,8,real,YES,
public,tblPestles,BaseCurvLen,9,real,YES,
public,tblPestles,HandlComplete,10,text,YES,
public,tblPestles,BaseComplete,11,text,YES,
public,tblPestles,HandlEndForm,12,text,YES,
public,tblPestles,BaseShape,13,text,YES,
public,tblPestles,Handle_Comm,14,text,YES,
public,tblPestles,Base_Comm,15,text,YES,
public,tblPestles,MunsCodePrim,16,text,YES,
public,tblPestles,MunsColorPrim,17,text,YES,
public,tblPestles,MunsCodeSec,18,text,YES,
public,tblPestles,MunsColorSec,19,text,YES,
public,tblPestles,ColorComm,20,text,YES,
public,tblPestles,SurfAttr,21,boolean,YES,
public,tblPestles,SurfAttrComm,22,text,YES,
public,tblPestles,Concret,23,boolean,YES,
public,tblPestles,ConcretComm,24,text,YES,
public,tblPestles,FireCl,25,boolean,YES,
public,tblPestles,FireClComm,26,text,YES,
public,tblPipes,Record_No,1,integer,NO,
public,tblPipes,MMAP_Artifact_ID,2,text,YES,
public,tblPipes,Scond,3,text,YES,
public,tblPipes,PipeParts,4,text,YES,
public,tblPipes,Parts_uncertain,5,boolean,YES,
public,tblPipes,Bowl_Present,6,boolean,YES,
public,tblPipes,Neck_Present,7,boolean,YES,
public,tblPipes,Stem_Present,8,boolean,YES,
public,tblPipes,ProxEnd_Present,9,boolean,YES,
public,tblPipes,Tail_Present,10,boolean,YES,
public,tblPipes,PipeHgt,11,real,YES,
public,tblPipes,PipeLen,12,real,YES,
public,tblPipes,PipeExtDia,13,real,YES,
public,tblPipes,PipeIntDia,14,real,YES,
public,tblPipes,StemBoreDia,15,real,YES,
public,tblPipes,Bowl_Shape,16,text,YES,
public,tblPipes,PipeDesign,17,text,YES,
public,tblPotChronology,Record_No,1,integer,NO,
public,tblPotChronology,Pot ID,2,text,YES,
public,tblPotChronology,Period,3,text,YES,
public,tblPotChronology,Level,4,real,YES,
public,tblPotChronology,BurPhase,5,text,YES,
public,tblPotLocationsSmall,Record_No,1,integer,NO,
public,tblPotLocationsSmall,MMAP_Artifact_ID,2,text,YES,
public,tblPotLocationsSmall,Characteristic,3,text,YES,
public,tblPotLocationsSmall,None_Obs,4,boolean,YES,
public,tblPotLocationsSmall,Entire_Int,5,boolean,YES,
public,tblPotLocationsSmall,Entire_Ext,6,boolean,YES,
public,tblPotLocationsSmall,Rim_Top,7,boolean,YES,
public,tblPotLocationsSmall,Inn_Rim,8,boolean,YES,
